target,0nn,1nn,2nn,3nn,4nn
華新街(緬甸街),臨江街觀光夜市,中華夜市,永康街區,廣州街觀光夜市,寧夏觀光夜市
海山神社遺跡,金瓜石神社(黃金神社),淡水龍山寺,旗津天后宮,淡水福佑宮,金板境天后宮
中和瑞穗配水池,滬尾水道,舊樟原橋遊憩區,浸水營古道(枋寮段),公司田溪程氏古厝,勝興車站
金瓜石神社(黃金神社),海山神社遺跡,淡水龍山寺,中寮安溪城隍廟,勸濟堂,壽天宮
翁山英故居(九份茶坊),九份老街,石碇淡蘭藝文館,台灣農林大寮茶文館,豎崎路,新化街役場1934街役場古蹟餐坊
旗竿湖教育農場,穎達生態休閒農場,北門潟湖,菜園濕地,鳥松濕地,茶花莊
疏洪生態公園,集集攔河堰,老街溪水岸自行車道,岡山公園,白杞村百年埤塘,南布袋濕地
三重林氏古厝(崇德居),東里家風-百年古厝,慈濟靜思精舍,龔家古厝,蓮華寺,莊貢生古厝
碧華布街(三重布莊博物園區),德興里老厝,東三水街市場_新富市場,大稻埕街區_迪化街店屋,房裡古城,成廣澳文化地景(廣恆發遺跡)
三和夜市,廟東夜市,中華夜市,板橋湳雅觀光夜市,士林觀光夜市,新莊廟街夜市
義塚大墓公,口湖下寮萬善同歸塚,義民廟,統埔琉球民墓,接雲寺,竹滬明寧靖王廟-華山殿
土城廣承岩寺,新營印度紫檀綠色隧道,龍山寺,捷運北門站_台北鐵道局,超峰寺,白陽聖廟
石門風力發電站(風車公園),半天寮好望角,陽光電城,白沙灣遊客中心,內雙溪自然中心,石城服務區
新十八王公廟,台北霞海城隍廟,新塭嘉應廟,西社西㡣殿,大里天公廟(草嶺慶雲宮),八份姑媽宮
三峽拱橋,碧潭吊橋,大埔拱橋,鳶山登山步道,行嘉吊橋,月眉吊橋
富基漁港,大溪漁港,東港魚市場,澳底漁港,大武漁港,東港海鮮街
石門婚紗廣場,芝蘭公園(芝蘭觀景平台),講美鎮海社區海堤公園,翡翠灣,愛國東路_婚紗街,耶穌堂
金山跳石海岸,太白天聲,海參坪,龍埕,海現龍闕,內埤海灣
尖山湖紀念碑,李崠山步道,馬那邦山登山步道,石門古戰場,逢坂抗日紀念碑,嘉義公園
石門風箏公園,喜樂發發森林公園,小粗坑古道,麗山農民廣場_麗山公園,馬祖國家風景區管理處&遊客中心,東石自然生態展示館
青山瀑布,涼山瀑布,太平風景區,青山瀑布步道,雲森瀑布,十分瀑布公園
草里漁港,大武漁港,鎖港漁港,澳底漁港,磺港漁港,中芸漁港
石門情人廟,圓光禪寺,永安宮,照明淨寺_情人廟,觀音洞,靈嚴寺
佛光山石門北海道場,靈鷲山無生道場,圓光禪寺,佛光山,中台世界博物館,楓港紫竹林龍峰寺
滬尾礮臺(新北市立淡水古蹟博物館),大武崙砲台,西嶼東臺,忠誠門,安平小砲臺,五孔頂
淡水龍山寺,大甲鎮瀾宮,昭應宮,蘆竹五福宮,旗津天后宮,縣定古蹟紫雲寺
三芝三板橋,東河橋風景區,舊樟原橋遊憩區,月眉吊橋,大埔拱橋,內葉翅吊橋
後厝漁港,大武漁港,梧棲港觀光漁市,澳底漁港,三和海濱公園,草里漁港
淡水福佑宮,昭應宮,旗津天后宮,大甲鎮瀾宮,金板境天后宮,縣定古蹟大興宮
馬偕墓園,清水岩寺,熾坪隴考古遺址,魯王墓園,白馬文武大王廟,慈德宮
滬尾馬偕醫館,馬偕紀念館,民俗文物館,西本願寺廣場,孫運璿科技．人文紀念館,國立臺灣大學醫學院附設醫院_西址
李天祿布袋戲文物館,桃園市土地公文化館,東隆宮王爺信仰文物館,孫運璿科技．人文紀念館,國立中正紀念堂,國家兩廳院
淡水文化園區-殼牌倉庫,淡水海關碼頭園區,成廣澳文化地景(廣恆發遺跡),後厝漁港,高雄港,汐止老街
淡水海關碼頭園區,成廣澳文化地景(廣恆發遺跡),媽宮古城,講美鎮海社區海堤公園,烏石港,淡水文化園區-殼牌倉庫
淡水氣候觀測所,原台南測候所(中央氣象局臺灣南區氣象中心),滬尾水道,青灣玄武岩,桶盤嶼民宅一字印,南布袋濕地
滬尾水道,公司田溪程氏古厝,中和瑞穗配水池,北埔老街,海山神社遺跡,掃叭石柱
多田榮吉故居,郭子儀紀念堂_內湖紅樓,東里家風-百年古厝,小白宮(新北市立淡水古蹟博物館),勝天公園,許家村與彩繪壁畫
公司田溪程氏古厝,滬尾水道,北埔老街,東里家風-百年古厝,新北勢庄東柵門,馬公水仙宮（臺廈郊會館）
淡水八角塔,市定古蹟-旗山國小,國立台南大學紅樓,東和禪寺,台南武德殿,員林興賢書院
淡江大學海事博物館,長榮海事博物館,磐頂教堂,澎湖海洋資源館,飛機模型陳列館,淡水海關碼頭園區
淡水紅樓,紅毛城園區(新北市立淡水古蹟博物館),淡水重建街,陳中和紀念館,陳萬乞古厝,頭城老街
新北市忠烈祠,蓮華寺,寧城宮,施公祠及萬軍井,縣定古蹟大興宮,忠誠門
淡水漁業生活文化影像館,下罟子漁港,東石漁人碼頭,講美鎮海社區海堤公園,淡水海關碼頭園區,雲嘉南濱海國家風景區管理處
三協成糕餅博物館,郭元益糕餅博物館,亞典蛋糕密碼館,手信坊創意和菓子文化館,卡司‧蒂菈樂園（金格觀光工廠）,廟東夜市
北新有機休閒農場,潮州市民農園,頤禾園有機農園,農業試驗分所,竹圃茶園小木屋休閒農場,大安生態教育農場
紅樹林生態教育館,紅樹林茄苳溪保護區,雙春濱海遊憩區,冬山河生態綠舟,芳苑濕地紅樹林海空步道,好美寮自然生態保護區
橫山梯田,橫山梯田,桃源谷,白馬亭,三空泉登山步道,太平山國家森林遊樂區
番婆林觀光花園,竹圃茶園小木屋休閒農場,豐山生態園區,清波蘭園,山豬窟休閒農場,台北花市
二號倉庫．文創,布農族文物館,三地門工藝步道,甘樂文創展演空間,三地門文化館,許新旺陶瓷紀念博物館
木屐寮農莊,清河堂休閒農業區,福村養生農場,蔦松客棧,鳳林客家文物館,劉厝里百年老樹
源興居,三峽老街,陳中和紀念館,東里家風-百年古厝,三地門文化館,霄裡大池(霄裡池)
谷垚陶坊生活藝術館,三地門工藝步道,美濃窯,彙古陶邑,新北市立鶯歌陶瓷博物館,芝柏藝術村
桶後溪,大羅蘭溪,思源埡口,烏來遊客中心,真柄部落,卑南上圳
直潭山登山步道,十八尖山,大棟山,大禹嶺,獅頭山登山步道,瓊仔湖公園步道
新店渡船頭,雙溪渡船頭,新店溪自行車道,新店老街,新店溪河濱自行車道,小赤壁
水資源生態教育館,翡翠水庫,臺北自來水園區,人工溼地公園,大坪頂熱帶植物園,山水濕地公園
瓊仔湖公園步道,大同山登山步道,大棟山,內雙溪自然中心,捎來步道,虎山岩步道(人文遊憩之旅)
泰山娃娃產業文化館,HA SOCK襪子娃娃專賣店,烏來泰雅民族博物館,頂泰山巖,竹山文化園區,荒木藝術中心
三峽染工坊暨三峽藍染中心,藍染遊客服務中心,墨林農村文物展示館,三峽歷史文物館,平溪藍染工作坊,簡單生活藍染工作室
簡單生活藍染工作室,墨林農村文物展示館,平溪藍染工作坊,三峽染工坊暨三峽藍染中心,藍染遊客服務中心,台灣雲林縣樟湖藍染人文協會_有間靛
山尖路步道,大粗坑古道,鎮南宮,金包里大路(魚路古道),菁桐古道,琉榔路步道
漁光里步道,文山農場,周大觀讀出希望中心,樟湖生態國民中小學,北勢溪自行車道,品茶養生園區
天上山系步道,雪霸國家公園,皇帝殿登山步道,大湖尖山步道區,獅公髻尾山登山步道,新八景之塔山奇岩
鳶山登山步道,大棟山,獅公髻尾山登山步道,霄裡大池(霄裡池),燦光寮古道,李崠山步道
五寮尖登山步道,大湖尖山步道區,硬漢嶺,尾寮山登山步道,大棟山,雪霸國家公園
雲森瀑布,滿月圓國家森林遊樂區,三貂嶺瀑布步道,仙井瀑布,太平山國家森林遊樂區,青山瀑布
大同山登山步道,田中森林公園,大棟山,太極嶺,捎來步道,奮起步道
八里左岸自行車道,新店溪河濱自行車道,八連溪休閒步道,關渡_金色水岸_八里左岸自行車道,關山親水公園,南崁溪水岸自行車道
金色水岸自行車道,金城海濱休閒公園,金包里大路(魚路古道),新店溪河濱自行車道,八里左岸自行車道,鯤喜灣文化園區
烏來風景區,平菁街42巷櫻花,五十二甲賞鳥區,穎達生態休閒農場,陽明山國家公園,八德落羽松森林
黃金瀑布,磺港公共浴室(黃金之湯),十分瀑布公園,陰陽海,金包里大路(魚路古道),水湳洞
新北市政府景觀瞭望台,新月橋,迪化運動公園跨堤景觀平臺,烏來吊橋,美堤河濱公園,新東大橋
牧師樓,慈濟靜思精舍,三重林氏古厝(崇德居),西本願寺廣場,小白宮(新北市立淡水古蹟博物館),呂厝花帔屋
芝柏藝術村,美濃窯,臺東美術館,高雄市文化中心,彙古陶邑,琉傳天下琉星花園
八連溪休閒步道,八里左岸自行車道,三空泉登山步道,荖溪、白鮑溪親水園區,迷糊步道（米洋溪步道）,霄裡大池(霄裡池)
烏來老街,烏來溫泉,陽明山國家公園,烏來瀑布遊客中心,烏來遊客中心,和平部落休閒農業區
菁桐鐵道故事館,菁桐車站,十分車站,嶺腳車站,林鳳營車站,天送埤車站
酋長文創園區,烏來泰雅民族博物館,國家兩廳院,苗栗縣泰雅原住民文化產業區,布農部落休閒農場,喜樂發發森林公園
九份金礦博物館,新北市立黃金博物館,水湳洞十三層遺址,大粗坑古道,和興炭坑,祈堂老街(金瓜石老街)
新店文史館,國史館臺灣文獻館,美濃文創中心,國立臺灣圖書館,玻璃工藝博物館,竹藝博物館
富士坪古道,福山古道,菁桐古道,法雲寺古道,鹿堀(窟)坪古道,小天祥
鹿堀(窟)坪古道,遠望坑親水公園,碧山古道,瑞太古道,挑水古道,萬豐環山步道
磺港漁港,金樽漁港,草里漁港,大武漁港,富基漁港,梧棲港觀光漁市
慈母峰登山步道,孝子山登山步道,五寮尖登山步道,大湖尖山步道區,大棟山,崁頭山步道
十分車站,嶺腳車站,平溪車站,臺東舊鐵道路廊,鶯歌車站,山里火車站
望古車站,三貂嶺瀑布步道,林美石磐步道,挑水古道,金包里大路(魚路古道),青山瀑布步道
大華車站,嶺腳車站,十分車站,平溪車站,鶯歌車站,文山煤礦公車站
三貂嶺車站,三貂嶺瀑布步道,平溪車站,布拉旦風景區(三棧),遠望坑親水公園,大禹嶺
嶺腳車站,十分車站,賓朗(檳榔)舊火車站,勝興車站,山里火車站,大華車站
楊三郎美術館,曾文忠美術館,李梅樹紀念館,鍾理和故居,楊逵紀念館,蕭武龍交趾陶
金瓜寮茶香生態村,坪林生態園區,北勢溪自行車道,甘州街_茶葉街,太和社區,犁頭山步道
大棟山,大同山登山步道,獅公髻尾山登山步道,鳶山登山步道,關子嶺大凍山步道&雞籠山,加里山步道
猴硐煤礦博物園區,猴硐,猴硐車站,萬年公園&建國橋石猴,錢來也雜貨店,阿緱地方文化館
運煤橋,猴硐,和興炭坑,瑞猴自行車道,靜安吊橋,十分車站
瑞三礦業整煤廠,嶺腳車站,鶯歌車站,運煤橋,猴硐,三塊厝舊站
手信坊創意和菓子文化館,三協成糕餅博物館,廟東夜市,老楊方城市(老楊方塊酥),龍情‧魔幻豆子主題館,香帥蛋糕芋製所
許新旺陶瓷紀念博物館,新北市立鶯歌陶瓷博物館,新旺集瓷,五榖文化村,臺華窯,金門縣陶瓷廠
茶山房肥皂文化體驗館,綠光農園,天仁茶文化館,銅鑼茶廠,新北市坪林茶業博物館,台灣農林大寮茶文館
三峽農特產文化館,三灣梨鄉休閒農業區,文山農場,頭城農場,三峽老街,三空泉登山步道
烏來吊橋,烏來覽勝大橋,新店溪河濱自行車道,碧潭吊橋,內葉翅吊橋,新月橋
烏來遊客中心,烏來瀑布遊客中心,烏來溫泉,桶後溪,烏來老街,烏來空中纜車
獅頭山登山步道,大香山,獅公髻尾山登山步道,七美大獅風景區,十八尖山,獅頭山公園(獅頭山步道)
石碇淡蘭藝文館,北投文物館,台灣農林大寮茶文館,富興茶葉展售中心,水湳洞遊客中心_山城美館,景美集應廟
光淙金工藝術館,侏羅紀博物館,台北市建國假日玉市,石藝大街,台灣工藝之家-石藝巧雕工坊,Gem Shop真金店
宏洲磁磚觀光工廠,許新旺陶瓷紀念博物館,新北市立鶯歌陶瓷博物館,五榖文化村,台灣金屬創意館,澀水窯
琉傳天下琉星花園,大東文化藝術中心,悠紙生活館,大溪木藝生態博物館﹣木生活館,臺華窯,桃園市兒童美術館
空軍三重一村,東昌營區,勝利新村-將軍之屋,林投公園,敢部隊指揮部碉堡遺址(文史影像公園),松子腳砲臺遺址
北大特區藝術大道,博愛藝術街,台灣原住民族文化園區,臺東美術館,臺北市鄉土教育中心_剝皮寮歷史街區,三鶯藝術村
新山夢湖,大湖尖山步道區,蜊埤湖,崁頭山步道,奮起步道,南子吝步道
猴硐貓村,貓公所籌備處(猴硐貓咪資訊站),猴硐貓橋,南化烏山台灣獼猴區,華美光學eye玩視界,貓裏喵親子公園
山宛然客家布袋戲團,李天祿布袋戲文物館,二崙鄉廖文和布袋戲團,臺灣戲曲中心,大稻埕戲苑,罩蘭藝文中心
澳底漁港,大武漁港,富基漁港,梧棲港觀光漁市,東港魚市場,鎖港漁港
遠望坑親水公園,卑南上圳,青山瀑布步道,林美石磐步道,鹿堀(窟)坪古道,霧鹿峽谷
龍門公園(龍門露營度假基地),東港榕樹公園,雙春濱海遊憩區,關山親水公園,後灣沙灘,龍洞灣海洋公園
中角灣(中角灣國際衝浪基地),濱灣公園(帆船基地),白沙灣水域遊憩區,內埤海灘,外澳服務區,內垵遊憩區
水尾景觀公園,烏山頭水庫風景區,內埤海灘,南方澳觀景台,內埤海灣,中角沙珠灣
烏來觀光台車,十分車站,源泉車站,烏來空中纜車,烏來吊橋,嶺腳車站
大漢溪自行車道,雙溪生活水岸自行車道,龜山第一河濱公園,關渡_金色水岸_八里左岸自行車道,南崁溪水岸自行車道,新店溪河濱自行車道
新店溪自行車道,新店渡船頭,新店溪河濱自行車道,南崁溪水岸自行車道,小赤壁,龜山第一河濱公園
舊草嶺隧道,三貂嶺隧道自行車道,十分車站,舊山線鐵道自行車,二坑隧道,臺東舊鐵道路廊
石碇北宜公路,石牌縣界公園,蘭陽溪自行車道,大漢溪自行車道,宜蘭河自行車道,玉長公路
林益和堂中藥店,雙溪老街,溪口老街,西昌街-青草巷,金包里老街,永安老街
雙溪老街,金包里老街,三峽老街,雙溪渡船頭,頭城老街,大溪老街
新北市政府行政大樓,臺中市政府ˍ新市政大樓,竹崎鹿滿客家文化園區,新臺中火車站,千禧公園,榮星花園公園
博愛藝術街,高雄市文化中心,北大特區藝術大道,宜蘭美術館,奇美博物館,大湳圖書館
烏來空中纜車,雲仙樂園,內洞森林遊樂區,烏來瀑布遊客中心,銀河洞登山步道,仙井瀑布
礦工宿舍,清河堂休閒農業區,猴硐,菁桐礦業生活館,九份金礦博物館,朗島村雅美族穴居屋
小赤壁,新店溪河濱自行車道,南崁溪水岸自行車道,八里左岸自行車道,卑南上圳,遠望坑親水公園
祈堂老街(金瓜石老街),金包里老街,九份金礦博物館,石碇老街,大粗坑古道,金山老街(金包里老街)
牡丹車站,山里火車站,十分車站,嶺腳車站,牡丹老街,雙溪車站
雙溪車站,平溪車站,十分車站,牡丹車站,嶺腳車站,雙溪渡船頭
十三層親水園區,貂山古道(無緣之墓登山步道),九份金礦博物館,水湳洞十三層遺址,琉榔路步道,祈堂老街(金瓜石老街)
櫻木花道,平菁街42巷櫻花,平等里櫻花,滬尾櫻花大道,梅園,寶山二集團櫻花公園
蘆洲李宅古蹟-李友邦將軍紀念館,莊貢生古厝,北埔老街,花壇中庄李宅正身,東里家風-百年古厝,國定古蹟林本源園邸
汐止老街,陳萬乞古厝,頭城老街,房裡古城,士林慈諴宮,縣定古蹟大興宮
水湳洞遊客中心(山城食堂),淡水藝術工坊,臺灣客家文化館,禮納里遊客中心,大湳圖書館,水湳洞遊客中心_山城美館
山城美館展演藝廊,東山農會咖啡文化館,源友咖啡文化館,石城服務區,美濃窯,東山175咖啡大道
板橋車站,新北市市民廣場,新板特區,板橋後站商圈(府中商圈),吉慶社區_聖誕巷,十分老街
水湳洞十三層遺址,水湳洞遊客中心_山城美館,九份金礦博物館,新北市立黃金博物館,粗坑口登山步道,金瓜石神社(黃金神社)
蔡家洋樓,平溪老街,淡水紅樓,林園安樂樓,富岡老街,水雲吊橋
菁桐煤礦紀念公園,和興炭坑,蓋淡坑遺址,菁桐礦業生活館,內溝山 翠湖步道,新北市立黃金博物館
烏來林業生活館,臺南家具產業博物館,台糖烏樹林園區,大溪木藝生態博物館﹣木生活館,樹谷生活科學館,德興里老厝
莊貢生古厝,北埔老街,東里家風-百年古厝,蘆洲李宅古蹟-李友邦將軍紀念館,孫運璿科技．人文紀念館,宗聖公祠
平溪石底橋,平溪老街,十分老街,平溪車站,水雲吊橋,桐花公園
廣安宮,碧山巖開漳聖王廟,鹿港鳳山寺,關山天后宮,指南宮,開基武廟
關渡大橋,東河橋風景區,羅浮橋,永興吊橋,烏來覽勝大橋,星光橋
蘆堤寵物公園,澎湖觀音亭寵物公園,古亭河濱公園,貓裏喵親子公園,綠寶石河濱公園,頑皮世界野生動物園
幸福水漾公園,雲山水植物農場,芝蘭公園(芝蘭觀景平台),八里左岸公園,興隆公園,三芝田心子
龜吼漁港,螃蟹主題公園,竹灣螃蟹博物館,富基漁港,澳底海鮮街,布袋海上巴士
福隆車站,福隆海水浴場,舊草嶺環狀自行車道,福隆遊客服務中心,公司田溪自行車道,新店溪河濱自行車道
玉美人孕婦裝觀光工廠,光華玉市,吳福洋襪子故事館,樂活觀光襪廠,HMTM和明紡織文化館,關西關係實驗生活壹號店
鶯歌車站,十分車站,嶺腳車站,大華車站,平溪車站,山里火車站
東興宮,大里天公廟(草嶺慶雲宮),永鎮海濱公園,觀音亭休憩園區,福正聚落,墾丁青年活動中心
淡水渡船頭,下罟子漁港,八里左岸自行車道,公司田溪自行車道,關渡水岸公園,關渡碼頭
彭園 (台陽公司附設醫院),南石滬公園,和興炭坑,水湳洞十三層遺址,粗坑口登山步道,十三層親水園區
金瓜石地質公園 (本山礦體),新北市立黃金博物館,蓋淡坑遺址,九份金礦博物館,菁桐煤礦紀念公園,出礦坑礦場
十分風景特定區(十分遊客中心),三貂嶺瀑布步道,新港(彩虹)瀑布,觀音瀑布,草蘭溪攔沙壩大瀑布,觀音瀑布風景區(試營運中)
德興居(歐里人文咖啡),陳中和紀念館,郭子儀紀念堂_內湖紅樓,後浦陳氏祠堂,淡水紅樓,士林慈諴宮
猴硐車站,猴硐貓橋,猴硐,貓公所籌備處(猴硐貓咪資訊站),猴硐貓村,大粗坑古道
福隆遊客服務中心,喜樂發發森林公園,大溪木藝生態博物館﹣木生活館,馬祖國家風景區管理處&遊客中心,大溪木藝生態博物館﹣藝師館,三義木雕博物館
大羅蘭溪,桶後溪,草蘭溪攔沙壩大瀑布,卑南上圳,布拉旦風景區(三棧),思源埡口
平溪藍染工作坊,墨林農村文物展示館,三峽染工坊暨三峽藍染中心,簡單生活藍染工作室,大安水蓑衣生態教育園區,三峽歷史文物館
三鶯陶花源,大漢溪自行車道,布拉旦風景區(三棧),三地門文物館,中山公園,三地門文化館
坪之鄉自然生態茶園,銅鑼茶廠,綠光農園,舞鶴觀光茶園,連淨綠色科技概念館,甘州街_茶葉街
金溪駐在所,金瓜寮茶香生態村,莊貢生古厝,石碇老街,坪林老街,景美集應廟
陳逢顯毫芒雕刻博物館,陳德星堂,陳詩吟洋樓,蕭武龍交趾陶,台灣工藝之家-陳萬能錫藝工作室,心雕居
陽光運動園區,大佳河濱公園,江子翠河口景觀河濱公園,臺北市立兒童新樂園,古亭河濱公園,錦和運動公園
甘樂文創展演空間,三鶯藝術村,三地門工藝步道,福利社 FreeS Art Space,美濃文創中心,大魯閣新時代
府中15新北市動畫故事館暨新北市紀錄片放映院,大稻埕戲苑,桃園光影文化館(光影二館),新北市藝文中心,臺南市南門電影書院(原台南放送局),國家電影及視聽文化中心
三鶯藝術村,台北國際藝術村,新北市立鶯歌陶瓷博物館,苗北藝文中心,寶町藝文中心,國立故宮博物院南部院區
汪洋居古厝,郭子儀紀念堂_內湖紅樓,陳萬乞古厝,富岡老街,湖口老街,陳中和紀念館
三個磅空自行車道,綠色隧道,三貂嶺車站,二坑隧道,三貂嶺隧道自行車道,猴硐壺穴
猴硐貓橋,貓公所籌備處(猴硐貓咪資訊站),猴硐車站,猴硐,猴硐貓村,功維敘隧道
烏來瀑布遊客中心,烏來遊客中心,烏來溫泉,東埔溫泉,烏來空中纜車,鳳凰山莊(賽斯村)
土城區原住民族生態公園,土石流紀念公園,芝山公園,大窩生態園區,舊筏灣部落,原住民文化主題公園
樹林原住民主題部落公園,富陽自然生態公園,舊筏灣部落,千禧公園,建和社區(射馬干部落),榮星花園公園
菁桐電子天燈館,十分老街,桐遊柿界,菁桐老街,自來水公園,艋舺公園
靈鷲山無生道場,法鼓山,八仙山寶林禪寺,楓港紫竹林龍峰寺,靈嚴寺,人乘寺地藏院
新月橋,烏來吊橋,辰光橋,彩虹橋,行嘉吊橋,關渡大橋
台灣不二衛生套知識館,台塑生醫健康悠活館,卡普秀時空膠囊觀光工廠,永信醫藥文物館,濟生Beauty新竹觀光工廠,順天堂觀光工廠
吳福洋襪子故事館,襪子王觀光工廠,樂活觀光襪廠,樂活襪之鄉博物館,臺灣織襪文物館,HA SOCK襪子娃娃專賣店
王鼎時間科藝體驗館,臻時舘,王子創意文具國,許新旺陶瓷紀念博物館,郭常喜兵器館,光淙金工藝術館
台灣農林大寮茶文館,北投文物館,新北市坪林茶業博物館,猫囒山茶業改良場,景美集應廟,坪林生態園區
阮的肉干產業概念館,香里活力豬品牌文化館,南僑桃園生活體驗園區,寧夏觀光夜市,MAJI集食行樂_圓山花博爭豔館,華西街觀光夜市
淡水藝術工坊,水湳洞遊客中心(山城食堂),水湳洞遊客中心_山城美館,大湳圖書館,綠川水岸廊道,屏東美術館
綠光農園,銅鑼茶廠,坪林生態園區,茶花莊,舞鶴觀光茶園,鹿谷鄉農會茶業文化館
藍染遊客服務中心,三峽染工坊暨三峽藍染中心,三峽歷史文物館,甘樂文創展演空間,墨林農村文物展示館,簡單生活藍染工作室
貂山古道(無緣之墓登山步道),大粗坑古道,山尖路步道,十三層親水園區,小粗坑古道,瑞太古道
雲門劇場,新北市坪林茶業博物館,新東糖廠文化園區,國家兩廳院,SPOT光點台北電影館,北投溫泉博物館
基隆山步道,基隆山,里龍山步道,埡口,四分尾山,大禹嶺
大粗坑古道,粗坑口登山步道,山尖路步道,小粗坑古道,貂山古道(無緣之墓登山步道),碧湖步道
三才靈芝農場,清河堂休閒農業區,舞鶴觀光茶園,後壁無米樂社區(無米里社區由菁寮里、墨林里、後廍里所組成),文山農場,府東創意森林園區(原臺南州立農事試驗場宿舍群)
望古瀑布,望古車站,石盤鼓瀑布,林美石磐步道,草蘭溪攔沙壩大瀑布,遠望坑親水公園
雙溪渡船頭,新店渡船頭,大溪老街,雙溪老街,新店溪河濱自行車道,延平河濱公園
新板特區,板橋車站,新北市市民廣場,板橋後站商圈(府中商圈),吉慶社區_聖誕巷,大魯閣新時代
舊草嶺環狀自行車道,宜蘭濱海自行車道,蘭陽溪自行車道,福清自行車道,福隆車站,濱海自行車道
新北市市民廣場,板橋車站,新板特區,繼光街商圈,東協廣場,板橋後站商圈(府中商圈)
貓公所籌備處(猴硐貓咪資訊站),猴硐貓村,猴硐貓橋,猴硐車站,猴硐,華美光學eye玩視界
三貂嶺瀑布步道,雲森瀑布,三貂嶺車站,新港(彩虹)瀑布,涼山瀑布,滿月圓國家森林遊樂區
嶺腳寮山登山步道,仙井瀑布,林美石磐步道,田中森林公園,內洞森林遊樂區,太平山國家森林遊樂區
雙溪低碳驛站,中崙澐水溪溫泉,泉源公園泡腳池園區,安通溫泉,湳仔溝鐵馬驛站,水里火車站鐵馬驛站
得忌利士商行,淡水渡船頭,大武漁港,下罟子漁港,淡水海關碼頭園區,鎖港漁港
新北市立圖書館,新北市立圖書館林口分館,高雄市立圖書館總館,臺中市立圖書館溪西分館,小小書房,新化公會堂青少年圖書館(原新化郡公會堂)
鴨鴨公園,成龍濕地,無尾港水鳥保護區,華江雁鴨自然公園,台南鴨莊休閒農場,大佳河濱公園
恐龍園區,百果山探索樂園,瘋狂夢想藝術園區,龍洞灣岬步道,望龍埤,六福村主題遊樂園
鐵道地景公園,臺中火車站ˍ舊站,十分車站,嶺腳車站,綠空鐵道1908,山里火車站
瑞芳老街,瑞芳火車站,富岡老街,琉榔路步道,金包里老街,祈堂老街(金瓜石老街)
土城藝文館,臺北市藝文推廣處_城市舞台,新北市藝文中心,台北國際藝術村,圓滿戶外劇場,苗北藝文中心
太極嶺,大同山登山步道,大禹嶺,大坑8號步道,大坑10號步道,大坑5號及5-1號步道
星光橋,映霞橋亭,前鎮之星,永興吊橋,彩虹橋,鵬灣跨海大橋
北勢溪自行車道,金瓜寮茶香生態村,美輪山步道,銅鑼天空自行車道,碧湖觀景台,犁頭山步道
淡水漁人舞台,福隆海水浴場,海洋客家牽罟文化館,成功海洋環境教室,大塭觀光休閒養殖場,都歷遊客中心
三芝田心子,福德水車公園生態園區,知本圳親水公園,牛埔農塘,馬武督探索森林(綠光小學),大農大富平地森林園區
野柳里登山步道,野柳漁港,蘇澳港,秋桂亭,二八彎古道,興仁水庫
和美山登山步道,碧潭風景區,蘭潭後山公園,朝陽國家步道,萬豐環山步道,頂寮生態公園
泰平假日農夫市集(壽山宮假日農夫市集),鹿寮坑段木香菇農場,頭城農場,潭南螢火蟲生態區,泰雅渡假村,蔬菜公園
楓樹湖,沼平公園,樂野,太平山國家森林遊樂區,奮起步道,陽明山國家公園
芝蘭公園(芝蘭觀景平台),龍洞四季灣,淺水灣海濱公園,都歷遊客中心,石城服務區,石門婚紗廣場
火燄山系步道,合歡山國家森林遊樂區,太平山國家森林遊樂區,大禹嶺,思源埡口,大湖尖山步道區
烘爐地登山步道,獅公髻尾山登山步道,崁頭山步道,大棟山,大湖尖山步道區,大尖山風景區
銀河洞登山步道,仙山靈洞宮,烏來空中纜車,水濂洞步道,遠望坑親水公園,日月潭自行車道-環潭路線
陀彌天 紫竹林寺,竹蓮寺,金山寺﹝開臺金山寺﹞,縣定古蹟紫雲寺,圓明禪寺,竹林生態溼地公園
樂福卡丁小型賽車場,小人國,員山公園,貓裏喵親子公園,立益高爾夫球場,大佳河濱公園
淡水重建街,頭城老街,淡水紅樓,中央老街,金包里老街,大里老街
國立臺灣圖書館,大湳圖書館,新店文史館,牯嶺街小劇場,西本願寺廣場,臺北市中山堂
石門嵩山社區百年石砌梯田,瑞井手作步道,土石流紀念公園,三芝田心子,熾坪隴考古遺址,清河堂休閒農業區
新北市立圖書館林口分館,新北市立圖書館,新北市立圖書館林口東勢閱讀室,高雄市立圖書館總館,臺中市立圖書館溪西分館,大湳圖書館
新北市立圖書館林口東勢閱讀室,新北市立圖書館林口分館,琉傳天下琉星花園,南瀛天文館,新北市立圖書館,高雄市立圖書館總館
幸運草地景溜滑梯,員山公園,大佳河濱公園,古亭河濱公園,敦安公園,陽光運動園區
滬尾櫻花大道,十草原(櫻花草原),平菁街42巷櫻花,櫻木花道,復興三路櫻花隧道,阿罩霧櫻花杜鵑步道
興南夜市,臺東觀光夜市,東大門國際觀光夜市,忠孝夜市,新莊廟街夜市,中華夜市
湳仔溝鐵馬驛站,湳仔溝自行車道,水里火車站鐵馬驛站,東豐自行車綠廊,映霞橋亭,筏子溪門戶迎賓水岸廊道
辰光橋,烏來吊橋,新月橋,烏來覽勝大橋,行嘉吊橋,星光橋
新北市滬尾防災宣導主題館,淡水藝術工坊,水湳洞遊客中心(山城食堂),臺灣客家文化館,牛伯伯螢火蟲生態園區,龍洞灣海洋公園
